"","action_taken","income","debt_income_ratio","age_above_62","ethnicity","race","sex","loan_amount","loan_type","loan_purpose","property_value","occupancy_type","conforming_loan_limit","preapproval","lien_status","has_co.applicant"
"134","Loan approved",5.32300997913841,"43%-49%","No","Not Hispanic or Latino","Black or African American","Female",6.24416690066374,"Conventional","Home purchase",6.57228254269401,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"135","Loan approved",6.29156913955832,"36%-42%","No","Not Hispanic or Latino","White","Male",7.31654817718298,"Conventional","Home purchase",7.56786260546388,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"136","Loan approved",5.28320372873799,"36%-42%","No","Unknwon","Other","Unknown",6.58617165485467,"Conventional","Home purchase",6.78558764500793,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"137","Loan approved",4.75359019110636,"36%-42%","No","Not Hispanic or Latino","Asian","Female",5.89989735358249,"Conventional","Home purchase",6.49978704065585,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"138","Loan approved",4.92725368515721,"36%-42%","No","Not Hispanic or Latino","White","Male",5.75257263882563,"Conventional","Home purchase",5.97888576490112,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"139","Loan approved",5.69035945432406,"36%-42%","No","Not Hispanic or Latino","White","Female",7.0343879299155,"Conventional","Home purchase",7.39326309476384,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"140","Loan approved",5.49306144334055,"43%-49%","No","Not Hispanic or Latino","White","Female",7.13489085156588,"Conventional","Home purchase",7.24779258176785,"Principal residence","NC","Preapproval not requested","Secured by a first lien","No"
"141","Loan approved",4.75359019110636,"43%-49%","No","Not Hispanic or Latino","Asian","Male",6.28226674689601,"Conventional","Home purchase",6.38856140554563,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"142","Loan approved",6.31535800152233,"30%-35%","No","Not Hispanic or Latino","White","Female",7.2115567333138,"Conventional","Home purchase",7.43543801981455,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"143","Loan approved",5.37989735354046,"36%-42%","No","Not Hispanic or Latino","White","Male",6.48463523563525,"Conventional","Home purchase",6.59987049921284,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"144","Loan approved",5.24174701505964,"<20%","No","Not Hispanic or Latino","White","Male",6.05208916892442,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"145","Loan approved",5.04985600724954,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.28226674689601,"Conventional","Home purchase",6.28226674689601,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"146","Loan approved",5.15329159449778,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.05208916892442,"Conventional","Home purchase",6.12029741895095,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"147","Loan denied",6.08449941307517,"30%-35%","No","Not Hispanic or Latino","White","Male",6.95177216439891,"Conventional","Home purchase",6.98933526597456,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"148","Loan denied",5.21493575760899,">60%","No","Not Hispanic or Latino","White","Female",7.14282740116162,"Conventional","Home purchase",7.43543801981455,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"149","Loan approved",4.89034912822175,"43%-49%","No","Not Hispanic or Latino","White","Female",5.92692602597041,"Conventional","Home purchase",6.22455842927536,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"150","Loan approved",5.8805329864007,"36%-42%","No","Not Hispanic or Latino","Asian","Male",6.52941883826223,"Conventional","Home purchase",6.75110146893676,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"151","Loan approved",4.90527477843843,"43%-49%","No","Not Hispanic or Latino","Black or African American","Male",6.20455776256869,"Conventional","Home purchase",6.31896811374643,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"152","Loan denied",4.17438726989564,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",5.10594547390058,"Conventional","Home purchase",5.10594547390058,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"153","Loan approved",6.39859493453521,"30%-35%","No","Not Hispanic or Latino","Black or African American","Male",5.75257263882563,"Conventional","Cash-out",6.09807428216624,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"154","Loan approved",6.18414889093748,"36%-42%","No","Not Hispanic or Latino","Black or African American","Female",6.87212810133899,"Conventional","Home purchase",7.09423484592476,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"155","Loan approved",5.4510384535657,"36%-42%","Yes","Unknwon","White","Female",6.16331480403464,"Conventional","Cash-out",7.2115567333138,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"156","Loan approved",5.46383180502561,"20%-29%","No","Not Hispanic or Latino","Asian","Male",6.18414889093748,"Conventional","Home purchase",6.42162226780652,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"157","Loan approved",5.25227342804663,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.37161184723186,"Conventional","Home purchase",6.40522845803084,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"158","Loan approved",5.32787616878958,"<20%","No","Not Hispanic or Latino","White","Female",6.05208916892442,"Conventional","Home purchase",6.26339826259162,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"159","Loan approved",6.3491389913798,"36%-42%","No","Not Hispanic or Latino","White","Male",7.18159194461187,"Conventional","Home purchase",7.34923082461333,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"160","Loan approved",6.11809719804135,"<20%","No","Not Hispanic or Latino","Asian","Male",5.78382518232974,"Conventional","Home purchase",6.07534603108868,"Second residence","C","Preapproval not requested","Secured by a first lien","Yes"
"161","Loan approved",4.63472898822964,"36%-42%","No","Not Hispanic or Latino","Black or African American","Male",6.16331480403464,"Conventional","Home purchase",6.16331480403464,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"162","Loan denied",6.36302810354046,"20%-29%","No","Not Hispanic or Latino","White","Female",7.19668657083435,"Conventional","Home purchase",7.36201055125973,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"163","Loan approved",6.14203740558736,"20%-29%","No","Not Hispanic or Latino","White","Female",6.63987583382654,"Conventional","Home purchase",7.23345541862144,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"164","Loan approved",4.60517018598809,"30%-35%","No","Not Hispanic or Latino","White","Female",5.95324333428778,"Conventional","Home purchase",6.58617165485467,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"165","Loan approved",5.42053499927229,"30%-35%","No","Not Hispanic or Latino","White","Female",6.91274282049318,"Conventional","Home purchase",7.24779258176785,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"166","Loan denied",5.35658627467201,"43%-49%","No","Hispanic or Latino","White","Female",6.0282785202307,"Conventional","Home purchase",6.07534603108868,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"167","Loan approved",3.80666248977032,"43%-49%","No","Not Hispanic or Latino","White","Male",5.37063802812766,"Conventional","Other purpose",6.30078579466324,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"168","Loan approved",6.2803958389602,"20%-29%","No","Hispanic or Latino","White","Male",6.72743172485086,"Conventional","Home purchase",6.82979373751242,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"169","Loan approved",5.3890717298165,"36%-42%","Yes","Unknwon","Other","Unknown",5.04342511691925,"Conventional","Home purchase",6.28226674689601,"Investment property","C","Preapproval not requested","Secured by a first lien","Yes"
"170","Loan approved",4.97673374242057,"43%-49%","No","Not Hispanic or Latino","White","Female",6.49978704065585,"Conventional","Home purchase",6.72743172485086,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"171","Loan approved",5.01727983681492,"43%-49%","No","Not Hispanic or Latino","White","Female",5.95324333428778,"Conventional","Home purchase",6.18414889093748,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"172","Loan approved",4.8283137373023,"43%-49%","No","Not Hispanic or Latino","White","Female",6.58617165485467,"Conventional","Home purchase",6.75110146893676,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"173","Loan approved",6.01615715969835,"30%-35%","No","Not Hispanic or Latino","White","Male",6.87212810133899,"Conventional","Home purchase",6.98007594056176,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"174","Loan approved",5.95583736946483,"30%-35%","No","Not Hispanic or Latino","White","Female",7.15070145759253,"Conventional","Home purchase",7.31654817718298,"Principal residence","NC","Preapproval not requested","Secured by a first lien","No"
"175","Loan approved",6.1779441140506,"30%-35%","No","Not Hispanic or Latino","White","Male",7.24779258176785,"Conventional","Home purchase",7.47022413589997,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
"176","Loan approved",4.48863636973214,"30%-35%","Yes","Not Hispanic or Latino","Black or African American","Female",5.57972982598622,"Conventional","Home purchase",5.57972982598622,"Principal residence","C","Preapproval not requested","Secured by a first lien","No"
"177","Loan approved",6.40357419793482,"20%-29%","No","Not Hispanic or Latino","White","Male",7.18916773842032,"Conventional","Home purchase",7.41155628781116,"Principal residence","NC","Preapproval not requested","Secured by a first lien","No"
"178","Loan approved",5.50533153593236,"36%-42%","No","Not Hispanic or Latino","White","Female",6.4377516497364,"Conventional","Home purchase",6.54391184556479,"Principal residence","C","Preapproval not requested","Secured by a first lien","Yes"
"179","Loan approved",6.49677499018586,"36%-42%","No","Not Hispanic or Latino","White","Male",7.22620901010067,"Conventional","Home purchase",7.45298232946546,"Principal residence","NC","Preapproval not requested","Secured by a first lien","Yes"
